ID,Key,Name,Phone,URL,Street,City,State,Zip,Lat,Lng,Note,MonOpen,MonClose,TueOpen,TueClose,WedOpen,WedClose,ThuOpen,ThuClose,FriOpen,FriClose,SatOpen,SatClose,SunOpen,SunClose
138,NcFranklinFranklinton,"PRTI, INC.",(919) 272-4414,,2105 US 1 HWY,Franklinton,NC,27525,36.0647307,-78.4864665,Franklin,,,,,,,,,,,,,,
139,NcGastonDallas1,Gaston County C&D Landfill,(704) 862-7551,,3155 Philadelphia Church Road,Dallas,NC,28034,35.388153,-81.1724566,Gaston,,,,,,,,,,,,,,
140,NcGastonDallas2,Gaston County Landfill,(704) 862-7551,,3155 Philadelphia Church Road,Dallas,NC,28034,35.388153,-81.1724566,Gaston,,,,,,,,,,,,,,
141,NcGastonGastonia,Waste Management Of Carolinas,(704) 869-7663,,2712 Lowell Rd,Gastonia,NC,28054,35.280427,-81.1192951,Gaston,,,,,,,,,,,,,,
142,NcGastonDallas3,Gaston County HHW Collection Facility,(704) 922-0267,,120 Leisure Lane,Dallas,NC,28034,35.3134115,-81.1993202,Gaston,,,,,,,,,,,,,,
143,NcGastonBelmont,Duke Energy Carolinas - Allen,(704) 382-7171,,253 Plant Allen Road,Belmont,NC,28012,35.1899259,-81.0090336,Gaston,,,,,,,,,,,,,,
144,NcGastonDallas4,Earth Farms Organics,(704) 280-4005,,351 Colt Thornburg Road,Dallas,NC,28034,35.3571272,-81.1748323,Gaston,,,,,,,,,,,,,,
145,NcGastonGastonia1,Gastonia Compost,(704) 214-9086,,PO Box 1748,GASTONIA,NC,28052,35.262082,-81.1873005,Gaston,,,,,,,,,,,,,,
146,NcGastonGastonia2,Trilogy MedWaste Southeast LLC,(704) 503-8134,,148 Boxwood Lane,Gastonia,NC,28054,35.2816537,-81.1822427,Gaston,,,,,,,,,,,,,,
147,NcGastonGastonia3,"Daniels Sharpsmart, Inc.",(704) 842-7103,,1851 Chespark Dr.,Gastonia,NC,28052,35.2884669,-81.2196102,Gaston,,,,,,,,,,,,,,
148,NcGastonMtHolly,Old 27 LCID Landfill,(704) 718-6386,,130 Tate st,Mt Holly,NC,28120,35.3251909,-81.0269289,Gaston,,,,,,,,,,,,,,
149,NcGrahamRobbinsville,Graham County Transfer Station,(828) 479-9369,,400 Snowbird Rd.,Robbinsville,NC,28771,35.313988,-83.814299,Graham,,,,,,,,,,,,,,
150,NcGranvilleOxford1,Oxford Subtitle D MSWLF,(919) 691-0928,,6584 Landfill Road,Oxford,NC,27565,36.3699133,-78.6233848,Granville,,,,,,,,,,,,,,
151,NcGranvilleOxford2,John Bryan Yard Waste Recycling,(919) 690-2640,,3092 Sam Usry Rd,Oxford,NC,27565,36.214032,-78.6122759,Granville,,,,,,,,,,,,,,
152,NcGreeneWalstonburg,Greene County CDLF,(252) 747-5720,,105 landfill rd,Walstonburg,NC,27888,35.5251592,-77.6951931,Greene,,,,,,,,,,,,,,
153,NcGuilfordGreensboro1,"Greensboro, City of White Street Landfill",(336) 373-4188,,2503 White Street,Greensboro,NC,27405,36.1082799,-79.7312023,Guilford,,,,,,,,,,,,,,
154,NcGuilfordGreensboro2,"Greensboro, City of Compost Facility",(336) 373-4188,,2503 White Street,Greensboro,NC,27405,36.1082799,-79.7312023,Guilford,,,,,,,,,,,,,,
155,NcGuilfordHighPoint1,"High Point, City of MSW Landfill",(336) 688-3454,,3940 Kivett Dr,High Point,NC,27263,35.9546247,-79.9318623,Guilford,,,,,,,,,,,,,,
156,NcGuilfordHighPoint2,Ingleside Compost Facility,(336) 688-3454,,3001 Ingleside Dr,High Point,NC,27265,35.9971759,-80.038276,Guilford,,,,,,,,,,,,,,
157,NcGuilfordGreensboro1,"Greensboro, City of White Street Landfill",(336) 373-4188,,2503 White Street,Greensboro,NC,27405,36.1082799,-79.7312023,Guilford,,,,,,,,,,,,,,
158,NcGuilfordJamestown1,"WI-High Point Landfill, LLC, a wholly owned subsidiary of Waste Industries USA, LLC.",(336) 668-3712,,5830 Riverdale Dr,Jamestown,NC,27282,35.9517968,-79.9228072,Guilford,,,,,,,,,,,,,,
159,NcGuilfordJamestown2,High Point C&D Waste Reclamation,(336) 668-3712,,5830 Riverdale Dr.,Jamestown,NC,27282,35.9517968,-79.9228072,Guilford,,,,,,,,,,,,,,
160,NcGuilfordGreensboro2,A-1 Sandrock C&D Landfill,(336) 382-9707,,2091 Bishop Road,Greensboro,NC,27406,35.993351,-79.8441529,Guilford,,,,,,,,,,,,,,
161,NcGuilfordGreensboro3,Bishop Road Transfer Station,(336) 997-8342,,2140 Bishop Road,Greensboro,NC,27406,35.9927409,-79.853132,Guilford,,,,,,,,,,,,,,
162,NcGuilfordGreensboro4,Guilford Cty Scrap Tire & White Goods Collection Facility,(336) 641-3792,,2138 Bishop Road,Greensboro,NC,27406,35.9938167,-79.854401,Guilford,,,,,,,,,,,,,,
163,NcGuilfordGreensboro5,"Greensboro, City of Transfer Station",(336) 373-4188,,6310 Burnt Poplar Road,Greensboro,NC,27409,36.0739692,-79.9210805,Guilford,,,,,,,,,,,,,,
164,NcGuilfordGreensboro6,WI Burnt Poplar Transfer LLC,(336) 668-3712,,6313 Burnt Poplar Rd,Greensboro,NC,27409,36.0709349,-79.9255227,Guilford,,,,,,,,,,,,,,
165,NcGuilfordSummerfield1,"Winfree Road Landfill, Inc.",(336) 643-3791,,7965 Winfree Rd,Summerfield,NC,27358,36.226377,-79.908096,Guilford,,,,,,,,,,,,,,
166,NcGuilfordSummerfield2,"Heritage Farm Properties, LLC LCID Landfill",(336) 681-3300,,2124 Scalesville Road,Summerfield,NC,27358,36.2167265,-79.8895535,Guilford,,,,,,,,,,,,,,
167,NcGuilfordGreensboro7,Doggett Construction Company,(336) 681-3300,,2075 Bishop Road,Greensboro,NC,27406,35.9938169,-79.8417389,Guilford,,,,,,,,,,,,,,
168,NcGuilfordMcLeansville1,Fryar Grading and Hauling LCID Landfill,(336) 382-7462,,5233 McLeansville Rd.,McLeansville,NC,27301,36.094901,-79.6766749,Guilford,,,,,,,,,,,,,,
169,NcGuilfordGreensboro8,Viewmont Sandrock Mine And Landfill,(704) 409-1475,,4052 Viewmont Road,Greensboro,NC,27406,35.9982567,-79.8467698,Guilford,,,,,,,,,,,,,,
170,NcGuilfordMcLeansville2,"D & D Grading, Inc. ",(336) 621-4021,,4111 Rankin Mill Road,McLeansville,NC,27405,36.1526802,-79.7104685,Guilford,,,,,,,,,,,,,,
171,NcHalifaxLittleton1,Halifax County Landfill,(252) 586-7516,,921 Liles Rd.,Littleton,NC,27850,36.3791383,-77.8147773,Halifax,,,,,,,,,,,,,,
172,NcHalifaxLittleton2,Halifax County Landfill,(252) 586-7516,,921 Liles Rd.,Littleton,NC,27850,36.3791383,-77.8147773,Halifax,,,,,,,,,,,,,,
173,NcHalifaxHalifax,"Weldon, Town of Transfer Facility",(252) 536-2011,,2211 Hwy 301 North,Halifax,NC,27893,35.7310716,-77.8832657,Halifax,,,,,,,,,,,,,,
174,NcHalifaxWeldon,Roanoke Valley LCID Landfill,(252) 537-3223,,2055 Hwy 301,Weldon,NC,27577,35.7310716,-77.8832657,Halifax,,,,,,,,,,,,,,
175,NcHarnettDunn1,Dunn-Erwin Area 2 C&D Landfill,(910) 814-6004,,449 Daniels Rd.,Dunn,NC,28334,35.3666009,-78.6483784,Harnett,,,,,,,,,,,,,,
176,NcHarnettDunn2,Harnett County-Dunn/Erwin LCID Landfill,(910) 814-6004,,449 Daniels Road,Dunn,NC,28334,35.3666009,-78.6483784,Harnett,,,,,,,,,,,,,,
177,NcHarnettSpringLake,Harnett Co. Anderson Creek C&D Landfill,(910) 814-6004,,1086 Poplar Drive,Spring Lake,NC,27546,35.2929848,-78.9957237,Harnett,,,,,,,,,,,,,,
178,NcHarnettCameron1,Central Carolina Tire Monofill,(919) 498-7431,,1616 Mckoy Town Rd,Cameron,NC,28326,35.2641658,-79.1508627,Harnett,,,,,,,,,,,,,,
179,NcHarnettDunn,Harnett County Transfer Station,(910) 814-6004,,449 Daniels Rd.,Dunn,NC,28334,35.3666009,-78.6483784,Harnett,,,,,,,,,,,,,,
180,NcHarnettCameron2,Central Carolina Tire Processing,(919) 498-7431,,1616 Mckoy Town Rd,Cameron,NC,28326,35.2641658,-79.1508627,Harnett,,,,,,,,,,,,,,
181,NcHarnettSpringLake,Anderson Creek Landfill Transfer Station,(910) 814-6004,,1086 Poplar Drive,Spring Lake,NC,27546,35.2929848,-78.9957237,Harnett,,,,,,,,,,,,,,
182,NcHarnettSanford,Blaylock Grading LCID Landfill,(910) 818-8398,,1025 Claude White Rd.,Sanford,NC,27332,35.3125614,-79.1608313,Harnett,,,,,,,,,,,,,,
183,NcHarnettFuquayVarina,Bryant Grading LCID Landfill,(919) 552-3420,,376 Spence Mill Road,Fuquay Varina,NC,27526,35.5291318,-78.8232061,Harnett,,,,,,,,,,,,,,
184,NcHarnettBunnlevel,McArtan Mine LCID Landfill,(910) 978-2412,,"SR 2027, Josey Williams Rd.",Bunnlevel,NC,28339,35.267944,-78.7739223,Harnett,,,,,,,,,,,,,,
185,NcHarnettCameron,Weeks Sandpit #2 LCID,(919) 353-0865,,20710 NC Hwy 24 / 27,Cameron,NC,28326,35.2815396,-79.1215475,Harnett,,,,,,,,,,,,,,
186,NcHaywoodCanton,"Blue Ridge Paper Products, Inc.",(828) 424-0101,,1155 Incinerator Road,Canton,NC,28721,35.5475368,-82.8761331,Haywood,,,,,,,,,,,,,,
187,NcHaywoodWaynesville,Haywood Co White Oak Landfill,(423) 650-3095,,3898 Fines Creek Road,Waynesville,NC,28785,35.6632432,-83.0000561,Haywood,,,,,,,,,,,,,,
188,NcHaywoodClyde,Haywood County MWP Facility,(828) 627-8042,,278 Recycle Road,Clyde,NC,28721,35.529539,-82.942814,Haywood,,,,,,,,,,,,,,
189,NcHendersonHendersonville1,Henderson County HHW Unit,(828) 388-8377,,265 Convenience Center Drive,Hendersonville,NC,28791,35.352854,-82.4934326,Henderson,,,,,,,,,,,,,,
190,NcHendersonHendersonville2,Henderson County Transfer Facility,(828) 388-8377,,191 Transfer Station Drive,Hendersonville,NC,28791,35.3528192,-82.497239,Henderson,,,,,,,,,,,,,,
191,NcHendersonMillsRiver,Riverside Stump Dump at Mills River,(828) 258-7339,,5055 Old Haywood Road,Mills River,NC,28759,35.4034181,-82.5702301,Henderson,,,,,,,,,,,,,,
192,NcHertfordAhoskie,Hertford County Transfer Station,(252) 358-3601,,227 Mount Moriah Rd,Ahoskie,NC,27910,36.391646,-76.972138,Hertford,,,,,,,,,,,,,,
193,NcHokeRaeford1,Hoke County Transfer Station,(910) 875-3111,,700 CC Steele Rd.,Raeford,NC,28376,35.007456,-79.2177911,Hoke,,,,,,,,,,,,,,
194,NcHokeRaeford2,Hoke County LCID Landfill,(910) 875-3111,,700 C.C. Steele Rd,Raeford,NC,28376,35.007456,-79.2177911,Hoke,,,,,,,,,,,,,,
195,NcHydePantego,Rose Acre Farms,(252) 935-5800,,1560 Hyde Park Canal,Pantego,NC,27860,35.6141035,-76.5100796,Hyde,,,,,,,,,,,,,,
196,NcIredellStatesville1,Iredell County Househouse Hazardous Waste,(704) 878-5430,,354 Twin Oaks Road,Statesville,NC,28625,35.7702072,-80.823592,Iredell,,,,,,,,,,,,,,
197,NcIredellStatesville2,Iredell County Sanitary LF,(704) 878-5430,,354 Twin Oaks Road,Statesville,NC,28625,35.7702072,-80.823592,Iredell,,,,,,,,,,,,,,
198,NcIredellMooresville,Iredell County Transfer Station,(707) 878-5430,,158 Macleod Drive,Mooresville,NC,28117,35.5883639,-80.8417911,Iredell,,,,,,,,,,,,,,
199,NcJacksonSylva,Jackson County Scott Creek Transfer Station,(828) 586-2437,,48 Recycle Place,Sylva,NC,28779,35.3862939,-83.2117868,Jackson,,,,,,,,,,,,,,
200,NcJohnstonSmithfield1,Johnston County C&D Landfill,(919) 938-4750,,680 County Home Road,Smithfield,NC,27577,35.5118897,-78.4290746,Johnston,,,,,,,,,,,,,,
201,NcJohnstonSmithfield2,Johnston County Landfill,(919) 938-4750,,680 County Home Road,Smithfield,NC,27577,35.5118897,-78.4290746,Johnston,,,,,,,,,,,,,,
202,NcJohnstonSmithfield3,Johnston County Landfill,(919) 938-4750,,680 County Home Road,Smithfield,NC,27577,35.5118897,-78.4290746,Johnston,,,,,,,,,,,,,,
203,NcJohnstonNewtonGrove,West Farms Wood Products T&P,(919) 207-2539,,1683 Barefood Road,Newton Grove,NC,28366,35.3056386,-78.3941536,Johnston,,,,,,,,,,,,,,
204,NcJonesMaysville1,Maysville C&D Recycling & Recovery Facility,(910) 284-2309,,11710 Hwy 17N,Maysville,NC,28555,34.9048814,-77.2313436,Jones,,,,,,,,,,,,,,
205,NcJonesMaysville2,Maysville C & D,(910) 284-2309,,11710 Hwy 17 N,Maysville,NC,28555,34.9282646,-77.2406005,Jones,,,,,,,,,,,,,,
206,NcLeeSanford1,Sanford Compost Facility,(919) 777-1209,,601 N 5th St,Sanford,NC,27330,35.4907898,-79.1718721,Lee,,,,,,,,,,,,,,
207,NcLeeSanford2,Waste Man. - Lee Co. Transfer Station,(910) 480-4024,,2720 Wilkins Dr,Sanford,NC,27330,35.5043275,-79.2042699,Lee,,,,,,,,,,,,,,
208,NcLeeSanford3,Sanford Transfer Station,(910) 237-2825,,3290 McDonald Drive,Sanford,NC,27330,35.4428531,-79.1357145,Lee,,,,,,,,,,,,,,
209,NcLenoirLaGrange1,Lenoir County CDLF,(252) 526-0662,,2949 Hodges Farm Rd,La Grange,NC,28551,35.294318,-77.7129033,Lenoir,,,,,,,,,,,,,,
210,NcLenoirLaGrange2,Lenoir County Transfer Facility,(252) 526-0662,,2949 Hodges Farm Rd,La Grange,NC,28551,35.294318,-77.7129033,Lenoir,,,,,,,,,,,,,,
211,NcLenoirKinston,Deep Run Transfer Station,(252) 903-1409,,2287 Leslie R Stroud Road,Kinston,NC,28504,35.1711942,-77.6997624,Lenoir,,,,,,,,,,,,,,
212,NcLenoirLaGrange3,Lenoir County MSW Landfill,(252) 526-0662,,294 Hodges Farm Rd,La Grange,NC,28551,35.2976454,-77.7178888,Lenoir,,,,,,,,,,,,,,
213,NcLenoirLagrange4,Everett's LCID Pit,(252) 560-3356,,4100 Aldridge store rd,Lagrange,NC,28551,35.3324569,-77.7290154,Lenoir,,,,,,,,,,,,,,
214,NcLincolnCrouse1,Lincoln County C&D Unit,(704) 736-8477,,5291 Crouse Road,Crouse,NC,28033,35.4300569,-81.3538203,Lincoln,,,,,,,,,,,,,,
215,NcLincolnCrouse2,Lincoln County Landfill,(704) 732-9030,,5291 Crouse Road,Crouse,NC,28033,35.4300569,-81.3538203,Lincoln,,,,,,,,,,,,,,
216,NcLincolnStanley,Lake Norman Landfill,(704) 712-8560,,7099 Quarry Ln,Stanley,NC,28164,35.4301619,-81.0110723,Lincoln,,,,,,,,,,,,,,
217,NcMcDowellMarion,McDowell Co Transfer Facility,(828) 659-2521,,3809 NC 226 South,Marion,NC,28752,35.6540201,-81.9576329,McDowell,,,,,,,,,,,,,,
218,NcMaconFRANKLIN1,Macon County Landfill Open,(828) 349-2215,,1448 LAKESIDE DRIVE,FRANKLIN,NC,28734,35.2010749,-83.3769252,Macon,,,,,,,,,,,,,,
219,NcMaconHighlands,Highlands Transfer Station,(828) 526-2073,,1080 Rich Gap Rd.,Highlands,NC,28741,35.019265,-83.1765819,Macon,,,,,,,,,,,,,,
220,NcMaconFranklin2,"B & B Concrete Products, Inc.",(828) 524-6483,,1687 Georgia Road,Franklin,NC,28734,35.1516592,-83.3934819,Macon,,,,,,,,,,,,,,
221,NcMadisonMarshall1,Madison County C&D Unit,(828) 649-2311,,271 Craig Rudisill Road,Marshall,NC,28753,35.8096544,-82.7177865,Madison,,,,,,,,,,,,,,
222,NcMadisonMarshall2,Madison County Solid Waste HHW,(828) 649-2311,,271 Craig Rudisill Road,Marshall,NC,28753,35.8096544,-82.7177865,Madison,,,,,,,,,,,,,,
223,NcMadisonMarshall3,Madison County Transfer,(828) 649-2311,,271 Craig Rudisill Rd,Marshall,NC,28753,35.8096544,-82.7177865,Madison,,,,,,,,,,,,,,
224,NcMartinWilliamston,Martin County C&D Landfill,(252) 799-6552,,1445 Landfill Rd,Williamston,NC,27892,35.8620001,-77.0964247,Martin,,,,,,,,,,,,,,
225,NcMecklenburgHuntersville1,Duke Energy Carolinas - McGuire,(704) 382-7171,,13339 Hagers Ferry Road,Huntersville,NC,28078,35.4381281,-80.9420501,Mecklenburg,,,,,,,,,,,,,,
226,NcMecklenburgCharlotte1,Mecklenburg County-Central Compost,(980) 314-3873,,5631 West Blvd,Charlotte,NC,28217,35.1937284,-80.9529007,Mecklenburg,,,,,,,,,,,,,,
227,NcMecklenburgHuntersville2,Greenway Waste Solutions at North Meck,(704) 875-3367,,15300 Holbrooks Rd,Huntersville,NC,28078,35.4010895,-80.8190715,Mecklenburg,,,,,,,,,,,,,,
228,NcMecklenburgCharlotte2,Queen City Transfer Station,(931) 320-1380,,3130 Jeff Adams Road,Charlotte,NC,28206,35.271687,-80.8291719,Mecklenburg,,,,,,,,,,,,,,
229,NcMecklenburgPineville,Hensons' Inc. Mulch & More Pineville,(828) 859-5836,,13010 Lancaster Hwy,Pineville,NC,28134,35.0660352,-80.8776228,Mecklenburg,,,,,,,,,,,,,,
230,NcMecklenburgHuntersville3,North Mecklenburg HHW Facility,(980) 314-3873,,12300 Statesville Road,Huntersville,NC,28078,35.3875631,-80.8446011,Mecklenburg,,,,,,,,,,,,,,
231,NcMecklenburgHuntersville4,North Mecklenburg HHW Facility,(980) 314-3873,,12300 Statesville Road,Huntersville,NC,28078,35.3875631,-80.8446011,Mecklenburg,,,,,,,,,,,,,,
232,NcMecklenburgCharlotte3,Hickory Grove HHW Recycling Facility,(980) 314-3873,,8007 Pence Road,Charlotte,NC,28215,35.2194714,-80.6966422,Mecklenburg,,,,,,,,,,,,,,
233,NcMecklenburgCharlotte4,Hickory Grove HHW Recycling Facility,(980) 314-3873,,8007 Pence Road,Charlotte,NC,28215,35.2194714,-80.6966422,Mecklenburg,,,,,,,,,,,,,,
234,NcMecklenburgCharlotte5,Mecklenburg County Landfill,(980) 314-3873,,17131 Lancaster Hwy,Charlotte,NC,28277,35.0156302,-80.8496498,Mecklenburg,,,,,,,,,,,,,,
235,NcMecklenburgCharlotte6,Mecklenburg County Landfill,(980) 314-3873,,17131 Lancaster Highway,Charlotte,NC,28277,35.0156302,-80.8496498,Mecklenburg,,,,,,,,,,,,,,
236,NcMecklenburgCharlotte7,Mecklenburg County Landfill,(980) 314-3873,,17131 Lancaster Hwy,Charlotte,NC,28277,35.0156302,-80.8496498,Mecklenburg,,,,,,,,,,,,,,
237,NcMecklenburgCharlotte8,Ron Brewer Wood Recycling Center,(704) 399-5500,,10050 Metromont Industrial Blvd,Charlotte,NC,28269,35.3580949,-80.8304695,Mecklenburg,,,,,,,,,,,,,,
238,NcMecklenburgHuntersville5,Wallace Farms Compost Facility,(704) 875-2975,,14410 Eastfield Road,Huntersville,NC,28078,35.393369,-80.7678582,Mecklenburg,,,,,,,,,,,,,,
239,NcMecklenburgHuntersville6,"Soil Supply, Inc.",(704) 875-3774,,10219 Hagers Road,Huntersville,NC,28078,35.4281169,-80.8367301,Mecklenburg,,,,,,,,,,,,,,
240,NcMecklenburgCharlotte9,O'Leary Resource Recovery Center,(704) 338-6898,,3307 Darby Avenue,Charlotte,NC,28216,35.2583413,-80.8751478,Mecklenburg,,,,,,,,,,,,,,
241,NcMecklenburgCharlotte10,Orbit Energy Anerobic Digester Charlotte,(980) 265-0619,,600 Johnson Road,Charlotte,NC,28206,35.2624365,-80.811609,Mecklenburg,,,,,,,,,,,,,,
242,NcMecklenburgCharlotte11,"Kamps, Inc.",(616) 560-5678,,5104 N Graham St,Charlotte,NC,28269,35.2827568,-80.8030857,Mecklenburg,,,,,,,,,,,,,,
243,NcMecklenburgCharlotte12,Mecklenburg County Compost and Recycling Facility,(980) 314-3873,,140 Valleydale Road,Charlotte,NC,28214,35.2845671,-80.9176921,Mecklenburg,,,,,,,,,,,,,,
244,NcMecklenburgCharlotte13,Mecklenburg County Compost and Recycling Facility,(980) 314-3873,,2145 Suttle Ave,Charlotte,NC,28208,35.2236178,-80.8714195,Mecklenburg,,,,,,,,,,,,,,
245,NcMecklenburgCharlotte14,Ronald J Brewer,(704) 399-5500,,3015 Kelly Rd,Charlotte,NC,28216,35.3168218,-80.9108032,Mecklenburg,,,,,,,,,,,,,,
246,NcMecklenburgHuntersville7,"Metrolina Greenhouses, Inc.",(980) 229-0848,,16400 Huntersville-Concord Road,Huntersville,NC,28075,35.4193052,-80.7782463,Mecklenburg,,,,,,,,,,,,,,
247,NcMecklenburgCharlotte15,"Tommy Price, Inc.",(704) 724-3747,,10900 Pine Grove Ave,Charlotte,NC,28227,35.20917,-80.6638726,Mecklenburg,,,,,,,,,,,,,,
248,NcMecklenburgCharlotte16,Lakeview Road Landfill Inc,(704) 393-1778,,4627 Lakeview Road,Charlotte,NC,28216,35.3311124,-80.8610218,Mecklenburg,,,,,,,,,,,,,,
249,NcMecklenburgHuntersville8,Piedmont Grading & Wrecking,(704) 622-1388,,11898 Everett Keith Rd,Huntersville,NC,28078,35.3795641,-80.8199043,Mecklenburg,,,,,,,,,,,,,,
250,NcMecklenburgCharlotte17,Kenneth C. Reeves,(704) 548-8377,,2323 Salome Church Road,Charlotte,NC,28262,35.340651,-80.720826,Mecklenburg,,,,,,,,,,,,,,
251,NcMontgomeryMountGilead1,Uwharrie Environmental Mrf,(910) 606-3210,,500 Landfill Rd,Mount Gilead,NC,27306,35.333937,-79.9646511,Montgomery,,,,,,,,,,,,,,
252,NcMontgomeryMountGilead2,Uwharrie Env. Reg. Landfill,(910) 606-3210,,500 Landfill Rd,Mount Gilead,NC,27306,35.333937,-79.9646511,Montgomery,,,,,,,,,,,,,,
253,NcMontgomeryTroy,Uwharrie T&P Facility,(910) 606-3210,,500 Landfill Rd,Troy,NC,27371,35.333937,-79.9646511,Montgomery,,,,,,,,,,,,,,
254,NcMooreAberdeen1,Moore County C&D Landfill,(910) 947-4318,,456 Turning Leaf Way,Aberdeen,NC,28315,35.1475599,-79.4812972,Moore,,,,,,,,,,,,,,
255,NcMooreAberdeen2,Uwharrie Env Inc/Moore Cty Transfer Station,(910) 606-3210,,645 Turning Leaf Way,Aberdeen,NC,28315,35.147607,-79.48989,Moore,,,,,,,,,,,,,,
256,NcMooreAberdeen3,Moore County Eagle Springs Road HHW Collection Center,(910) 947-4318,,456 Turning Leaf Way,Aberdeen,NC,28315,35.1475599,-79.4812972,Moore,,,,,,,,,,,,,,
257,NcNashNashville1,Nash County C&D Landfill,(252) 459-9899,,3057 Duke Rd.,Nashville,NC,27816,36.0614451,-77.9936489,Nash,,,,,,,,,,,,,,
258,NcNashRockyMount1,"Rocky Mount, City of Transfer Station #2",(252) 343-3152,,1221 Thorpe Rd,Rocky Mount,NC,27804,35.9717345,-77.7963847,Nash,,,,,,,,,,,,,,
259,NcNashNashville2,"Carolina Recycled Ag Materials, LLC.",(252) 343-1615,,4330 Universal Leaf Drive,Nashville,NC,27856,36.0192107,-78.0396817,Nash,,,,,,,,,,,,,,
260,NcNashRockyMount2,Rocky Mount Compost Facility,(252) 467-4909,,394 Arrow Road,Rocky Mount,NC,27804,35.9758813,-77.890696,Nash,,,,,,,,,,,,,,
261,NcNewHanoverWilmington1,New Hanover County Compost Facility,(910) 798-4403,,5210 U.S. Highway 421 N.,Wilmington,NC,28401,34.3254869,-77.989819,New Hanover,,,,,,,,,,,,,,
262,NcNewHanoverWilmington2,New Hanover County Landfill,(910) 798-4403,,5210 US Highway 421 North,Wilmington,NC,28401,34.3254869,-77.989819,New Hanover,,,,,,,,,,,,,,
263,NcNewHanoverWilmington3,New Hanover County Landfill,(910) 798-4403,,5210 US Highway 421 North,Wilmington,NC,28401,34.3254869,-77.989819,New Hanover,,,,,,,,,,,,,,
264,NcNewHanoverWilmington4,New Hanover County Materials Recovery & Recycling Facility,(910) 798-4403,,5210 US Highway 421 North,Wilmington,NC,28401,34.3254869,-77.989819,New Hanover,,,,,,,,,,,,,,
265,NcNewHanoverWilmington5,New Hanover Waste-to-Energy Facility,(910) 798-4403,,3002 U.S. Highway 421 N.,Wilmington,NC,28401,34.281889,-77.9589326,New Hanover,,,,,,,,,,,,,,
266,NcNewHanoverWilmington6,Waste Management Of Wilmington Transfer,(910) 915-9040,,3920 River Rd,Wilmington,NC,28412,34.1639722,-77.9441042,New Hanover,,,,,,,,,,,,,,
267,NcNewHanoverWilmington7,American Property Experts,(910) 793-1460,,606 Sunnyvale Rd,Wilmington,NC,28412,34.1752191,-77.9374995,New Hanover,,,,,,,,,,,,,,
268,NcNewHanoverWilmington8,Duke Energy Progress - Sutton Energy Complex,(919) 546-7863,,801 Sutton Steam Plant Road,Wilmington,NC,28401,34.283469,-77.984517,New Hanover,,,,,,,,,,,,,,
269,NcOnslowJacksonville1,Onslow County Landfill : LCID Unit,(910) 937-1443,,415 Meadowview Road,Jacksonville,NC,28540,34.7979944,-77.5382177,Onslow,,,,,,,,,,,,,,
270,NcOnslowCampLejeune1,Camp Lejeune MSW Landfill,(910) 451-5003,,Piney Green Road,Camp Lejeune,NC,,34.7084979,-77.3219613,Onslow,,,,,,,,,,,,,,
271,NcOnslowJacksonville2,Onslow County Subtitle-D Landfill,(910) 937-1443,,415 Meadowview Road,Jacksonville,NC,28540,34.7979944,-77.5382177,Onslow,,,,,,,,,,,,,,
272,NcOnslowCampLejeune2,Camp Lejeune Compost Facility,(910) 451-5003,,Piney Green Road,Camp Lejeune,NC,28547,34.7084979,-77.3219613,Onslow,,,,,,,,,,,,,,
273,NcOnslowCampLejeune3,Camp Lejeune T&P,(910) 451-5003,,Piney Green Road,Camp Lejeune,NC,28547,34.7084979,-77.3219613,Onslow,,,,,,,,,,,,,,
274,NcOnslowHollyRidge,Folkstone C&D Recycling Collection/Transfer Facility,(910) 284-2309,,1172 Hwy 172,Holly Ridge,NC,28445,34.5391013,-77.5028181,Onslow,,,,,,,,,,,,,,
275,NcOnslowJacksonville3,Morton Trucking Site,(910) 548-0194,,121 Garnet Lane,Jacksonville,NC,28546,34.8013606,-77.3536189,Onslow,,,,,,,,,,,,,,
276,NcOnslowJacksonville4,Eastern Excavating Landfill,(910) 353-9100,,143 Penguin Ln,Jacksonville,NC,28546,34.7708262,-77.3352692,Onslow,,,,,,,,,,,,,,
277,NcOnslowJacksonville5,Haugen Landfill,(910) 324-8025,,3062 Burgaw Hwy.,Jacksonville,NC,28540,34.73757,-77.543643,Onslow,,,,,,,,,,,,,,
278,NcOnslowJacksonville6,Parker Meadow LCID LF,(910) 346-4727,,off Jim Parker Road,Jacksonville,NC,28546,34.8153636,-77.3787406,Onslow,,,,,,,,,,,,,,
279,NcOnslowJacksonville7,Rocky Run Inert Debris,(910) 330-5776,,3121 New Bern Highway,Jacksonville,NC,28546,34.791158,-77.375929,Onslow,,,,,,,,,,,,,,
280,"NcPamlicoGrantsboro,NC",Pamlico County Transfer Station,(252) 633-1564,,3291 Highway 306 N,"Grantsboro, NC",NC,28529,35.188579,-76.849801,Pamlico,,,,,,,,,,,,,,
281,NcPasquotankElizabethCity1,Pasquotank County C&D Landfill,(252) 335-4105,,983 Simpson Ditch Road,Elizabeth City,NC,27909,36.2527121,-76.2647792,Pasquotank,,,,,,,,,,,,,,
282,NcPasquotankElizabethCity2,Pasquotank County Transfer Station,(252) 335-4105,,983 Simpson Ditch Road,Elizabeth City,NC,27909,36.2527121,-76.2647792,Pasquotank,,,,,,,,,,,,,,
